Prov,Con_ACT,Sex,Age,Measure,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39
Atlantic,ALL,ALL,60-64,events,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,ALL,60-64,censored,,2,,,3,,,1,1,2,1,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,1,
Atlantic,ALL,ALL,65+,Tx,15,13,12,12,11,11,10,9,9,7,6,5,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,ALL,65+,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,ALL,65+,censored,,2,1,,1,,1,1,,2,1,1,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,ALL,ALL,Tx,94,84,77,73,62,59,55,52,50,40,36,31,27,24,17,15,13,12,11,9,7,7,6,6,5,4,4,4,3,2,2,1,1,1,1,1,1,1,0,0
Atlantic,ALL,ALL,ALL,events,,4,2,3,3,1,1,,1,2,,2,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,ALL,ALL,censored,,6,5,1,8,2,3,3,1,8,4,3,4,3,7,1,,,1,2,2,,1,,1,1,,,1,1,,1,,,,,,,1,
Atlantic,ALL,F,20-24,Tx,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,20-24,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,20-24,censored,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,25-29,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,25-29,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,25-29,censored,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,30-34,Tx,2,2,2,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,30-34,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,30-34,censored,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,35-39,Tx,3,3,3,2,2,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,35-39,events,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,35-39,censored,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,40-44,Tx,8,7,7,6,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0,,,,,,,,,
Atlantic,ALL,F,40-44,events,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,40-44,censored,,,,,,1,,,,,,,,1,,,,,,1,,,,,,1,,,,1,,,,,,,,,,
Atlantic,ALL,F,45-49,Tx,7,6,5,5,5,5,5,5,5,5,4,3,2,2,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,
Atlantic,ALL,F,45-49,events,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,45-49,censored,,,1,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,50-54,Tx,6,6,6,5,4,4,3,3,3,2,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,50-54,events,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,50-54,censored,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,55-59,Tx,8,8,7,7,6,6,6,5,4,3,3,2,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,55-59,events,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,55-59,censored,,,,,1,,,1,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,60-64,Tx,13,11,10,9,9,9,9,8,7,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Atlantic,ALL,F,60-64,events,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,60-64,censored,,2,,,,,,1,1,2,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,
Atlantic,ALL,F,65+,Tx,10,9,8,8,8,8,7,6,6,4,3,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,65+,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,65+,censored,,1,1,,,,1,1,,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,ALL,Tx,60,53,49,45,41,39,36,33,31,24,20,17,14,11,8,8,7,7,7,5,4,4,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0
Atlantic,ALL,F,ALL,events,,3,2,3,2,1,1,,1,1,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,F,ALL,censored,,4,2,1,2,1,2,3,1,6,4,1,3,3,3,,,,,2,1,,1,,,1,,,,1,,,,,,,,,1,
Atlantic,ALL,M,35-39,Tx,2,2,2,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,35-39,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,35-39,censored,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,40-44,Tx,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,
Atlantic,ALL,M,40-44,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,40-44,censored,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
Atlantic,ALL,M,45-49,Tx,5,5,5,5,3,3,3,3,3,3,3,3,3,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,45-49,events,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,45-49,censored,,,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,50-54,Tx,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,50-54,events,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,50-54,censored,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,55-59,Tx,11,10,8,8,8,8,8,8,8,5,5,4,4,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
Atlantic,ALL,M,55-59,events,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,55-59,censored,,1,2,,,,,,,2,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
Atlantic,ALL,M,60-64,Tx,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,
Atlantic,ALL,M,60-64,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,60-64,censored,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Atlantic,ALL,M,65+,Tx,5,4,4,4,3,3,3,3,3,3,3,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,65+,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,65+,censored,,1,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,ALL,Tx,34,31,28,28,21,20,19,19,19,16,16,14,13,13,9,7,6,5,4,4,3,3,3,3,2,2,2,2,1,1,1,0,0,,,,,,,
Atlantic,ALL,M,ALL,events,,1,,,1,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Atlantic,ALL,M,ALL,censored,,2,3,,6,1,1,,,2,,2,1,,4,1,,,1,,1,,,,1,,,,1,,,1,,,,,,,,
Atlantic,No,ALL,20-24,Tx,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,20-24,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,20-24,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,25-29,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,25-29,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,25-29,censored,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,30-34,Tx,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,30-34,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,30-34,censored,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,35-39,Tx,4,4,4,3,2,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,35-39,events,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,35-39,censored,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,40-44,Tx,9,8,8,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,4,3,3,3,3,3,2,1,1,1,1,0,0,,,,,,,,,
Atlantic,No,ALL,40-44,events,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,40-44,censored,,,,,,1,,,,,,,,1,,,,,1,1,,,,,1,1,,,,1,,,,,,,,,,
Atlantic,No,ALL,45-49,Tx,10,10,9,9,7,7,7,7,7,7,6,5,4,4,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,
Atlantic,No,ALL,45-49,events,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,45-49,censored,,,1,,1,,,,,,1,,1,,2,,,,,,,,1,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,50-54,Tx,6,6,5,4,4,4,3,3,3,3,3,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,50-54,events,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,50-54,censored,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,55-59,Tx,15,15,13,13,12,12,12,11,10,7,7,5,4,4,4,3,2,2,2,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
Atlantic,No,ALL,55-59,events,,,1,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,55-59,censored,,,1,,1,,,1,,2,,2,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,
Atlantic,No,ALL,60-64,Tx,13,11,10,9,6,6,6,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Atlantic,No,ALL,60-64,events,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,60-64,censored,,2,,,3,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Atlantic,No,ALL,65+,Tx,13,11,10,10,9,9,8,7,7,5,4,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,65+,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,65+,censored,,2,1,,1,,1,1,,2,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,ALL,Tx,73,67,61,57,48,46,44,41,40,32,28,23,20,18,12,11,9,9,8,6,6,6,5,5,4,3,3,3,2,1,1,1,1,1,1,1,1,1,0,0
Atlantic,No,ALL,ALL,events,,2,2,3,1,1,1,,1,2,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,ALL,ALL,censored,,4,4,1,8,1,1,3,,6,4,3,3,2,6,,,,1,2,,,1,,1,1,,,1,1,,,,,,,,,1,
Atlantic,No,F,20-24,Tx,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,20-24,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,20-24,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,25-29,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,25-29,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,25-29,censored,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,30-34,Tx,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,30-34,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,30-34,censored,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,35-39,Tx,3,3,3,2,2,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,35-39,events,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,35-39,censored,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,40-44,Tx,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0,,,,,,,,,
Atlantic,No,F,40-44,events,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,40-44,censored,,,,,,1,,,,,,,,1,,,,,,1,,,,,,1,,,,1,,,,,,,,,,
Atlantic,No,F,45-49,Tx,6,6,5,5,5,5,5,5,5,5,4,3,2,2,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,
Atlantic,No,F,45-49,events,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,45-49,censored,,,1,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Atlantic,No,F,50-54,Tx,4,4,4,3,3,3,2,2,2,2,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,50-54,events,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,50-54,censored,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,55-59,Tx,8,8,7,7,6,6,6,5,4,3,3,2,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,55-59,events,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,55-59,censored,,,,,1,,,1,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,60-64,Tx,10,8,7,6,6,6,6,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Atlantic,No,F,60-64,events,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,60-64,censored,,2,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Atlantic,No,F,65+,Tx,10,9,8,8,8,8,7,6,6,4,3,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,65+,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,65+,censored,,1,1,,,,1,1,,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,ALL,Tx,50,46,42,38,36,34,32,29,28,22,18,15,12,10,7,7,6,6,6,4,4,4,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0
Atlantic,No,F,ALL,events,,1,2,3,,1,1,,1,1,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,F,ALL,censored,,3,2,1,2,1,1,3,,5,4,1,3,2,3,,,,,2,,,1,,,1,,,,1,,,,,,,,,1,
Atlantic,No,M,35-39,Tx,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,35-39,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,35-39,censored,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,40-44,Tx,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,
Atlantic,No,M,40-44,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,40-44,censored,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
Atlantic,No,M,45-49,Tx,4,4,4,4,2,2,2,2,2,2,2,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,45-49,events,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,45-49,censored,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,50-54,Tx,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,50-54,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,50-54,censored,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,55-59,Tx,7,7,6,6,6,6,6,6,6,4,4,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
Atlantic,No,M,55-59,events,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,55-59,censored,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Atlantic,No,M,60-64,Tx,3,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,60-64,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,60-64,censored,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,65+,Tx,3,2,2,2,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,65+,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,65+,censored,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,ALL,Tx,23,21,19,19,12,12,12,12,12,10,10,8,8,8,5,4,3,3,2,2,2,2,2,2,1,1,1,1,0,0,,,,,,,,,,
Atlantic,No,M,ALL,events,,1,,,1,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,No,M,ALL,censored,,1,2,,6,,,,,1,,2,,,3,,,,1,,,,,,1,,,,1,,,,,,,,,,,
Atlantic,Null,ALL,20-24,Tx,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,20-24,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,20-24,censored,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,30-34,Tx,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,30-34,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,30-34,censored,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,35-39,Tx,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,35-39,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,35-39,censored,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,40-44,Tx,2,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,40-44,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,40-44,censored,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,45-49,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,45-49,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,45-49,censored,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,50-54,Tx,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,50-54,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,50-54,censored,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,55-59,Tx,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,55-59,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,55-59,censored,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,60-64,Tx,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,
Atlantic,Null,ALL,60-64,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,60-64,censored,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Atlantic,Null,ALL,65+,Tx,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,65+,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,65+,censored,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,ALL,Tx,13,10,10,10,10,9,7,7,6,5,5,5,4,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,
Atlantic,Null,ALL,ALL,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,ALL,ALL,censored,,2,,,,1,2,,1,1,,,1,,1,1,,,,,1,,,,,,,,,,,1,,,,,,,,
Atlantic,Null,F,20-24,Tx,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,20-24,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,20-24,censored,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,30-34,Tx,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,30-34,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,30-34,censored,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,40-44,Tx,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,40-44,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,40-44,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,50-54,Tx,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,50-54,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,50-54,censored,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,60-64,Tx,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,60-64,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,60-64,censored,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,ALL,Tx,5,3,3,3,3,3,2,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,ALL,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,F,ALL,censored,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,M,35-39,Tx,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,M,35-39,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,M,35-39,censored,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic,Null,M,40-44,Tx,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
