,Prov,Con_ACT,Sex,Age,Measure,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39
609,ALL,Null,M,40-44,censored,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
610,ALL,Null,M,45-49,Tx,8.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,
611,ALL,Null,M,45-49,events,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,ALL,Null,M,45-49,censored,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
613,ALL,Null,M,50-54,Tx,11.0,10.0,10.0,10.0,10.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
614,ALL,Null,M,50-54,events,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
615,ALL,Null,M,50-54,censored,,1.0,,,,,2.0,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,
616,ALL,Null,M,55-59,Tx,13.0,11.0,11.0,10.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
617,ALL,Null,M,55-59,events,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,ALL,Null,M,55-59,censored,,2.0,,1.0,1.0,,,,1.0,,,,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
619,ALL,Null,M,60-64,Tx,16.0,16.0,15.0,15.0,15.0,15.0,13.0,12.0,11.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,
620,ALL,Null,M,60-64,events,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,ALL,Null,M,60-64,censored,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,2.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,
622,ALL,Null,M,65+,Tx,9.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
623,ALL,Null,M,65+,events,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,ALL,Null,M,65+,censored,,,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
625,ALL,Null,M,ALL,Tx,82.0,74.0,72.0,69.0,63.0,61.0,53.0,50.0,47.0,43.0,40.0,37.0,34.0,32.0,29.0,24.0,23.0,23.0,22.0,19.0,16.0,13.0,13.0,12.0,12.0,11.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0
626,ALL,Null,M,ALL,events,,5.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
627,ALL,Null,M,ALL,censored,,3.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,1.0,,1.0,2.0,3.0,3.0,,1.0,,1.0,3.0,,2.0,,,1.0,,2.0,,,,,2.0,1.0
628,ALL,Yes,ALL,18-19,Tx,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,ALL,Yes,ALL,18-19,events,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,ALL,Yes,ALL,18-19,censored,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,ALL,Yes,ALL,20-24,Tx,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
632,ALL,Yes,ALL,20-24,events,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,ALL,Yes,ALL,20-24,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
634,ALL,Yes,ALL,25-29,Tx,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
635,ALL,Yes,ALL,25-29,events,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
636,ALL,Yes,ALL,25-29,censored,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
637,ALL,Yes,ALL,30-34,Tx,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
638,ALL,Yes,ALL,30-34,events,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
639,ALL,Yes,ALL,30-34,censored,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
640,ALL,Yes,ALL,35-39,Tx,19.0,18.0,17.0,15.0,13.0,13.0,12.0,12.0,11.0,10.0,10.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,
641,ALL,Yes,ALL,35-39,events,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,
642,ALL,Yes,ALL,35-39,censored,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,
643,ALL,Yes,ALL,40-44,Tx,22.0,21.0,19.0,17.0,16.0,13.0,13.0,11.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,,
644,ALL,Yes,ALL,40-44,events,,1.0,1.0,2.0,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,
645,ALL,Yes,ALL,40-44,censored,,,1.0,,,1.0,,1.0,1.0,,2.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,
646,ALL,Yes,ALL,45-49,Tx,18.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,
647,ALL,Yes,ALL,45-49,events,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,
648,ALL,Yes,ALL,45-49,censored,,,1.0,,1.0,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,
649,ALL,Yes,ALL,50-54,Tx,33.0,29.0,29.0,27.0,20.0,19.0,17.0,16.0,15.0,14.0,13.0,13.0,13.0,13.0,11.0,8.0,8.0,7.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
650,ALL,Yes,ALL,50-54,events,,1.0,,1.0,4.0,1.0,2.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
651,ALL,Yes,ALL,50-54,censored,,3.0,,1.0,3.0,,,1.0,,1.0,1.0,,,,1.0,3.0,,,,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,
652,ALL,Yes,ALL,55-59,Tx,47.0,46.0,42.0,39.0,36.0,31.0,31.0,30.0,30.0,28.0,27.0,26.0,25.0,24.0,23.0,23.0,22.0,17.0,17.0,14.0,13.0,13.0,12.0,9.0,8.0,8.0,7.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,
653,ALL,Yes,ALL,55-59,events,,1.0,2.0,2.0,2.0,1.0,,1.0,,,,1.0,1.0,,1.0,,1.0,2.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,
654,ALL,Yes,ALL,55-59,censored,,,2.0,1.0,1.0,4.0,,,,2.0,1.0,,,1.0,,,,3.0,,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,3.0,,,,,2.0,,1.0,,
655,ALL,Yes,ALL,60-64,Tx,27.0,26.0,26.0,25.0,24.0,23.0,23.0,20.0,17.0,15.0,15.0,15.0,15.0,12.0,9.0,9.0,8.0,8.0,7.0,7.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,
656,ALL,Yes,ALL,60-64,events,,,,,1.0,1.0,,1.0,2.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
657,ALL,Yes,ALL,60-64,censored,,1.0,,1.0,,,,2.0,1.0,2.0,,,,2.0,2.0,,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,1.0,,,
658,ALL,Yes,ALL,65+,Tx,18.0,16.0,15.0,15.0,15.0,15.0,14.0,13.0,11.0,11.0,10.0,9.0,9.0,7.0,6.0,6.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
659,ALL,Yes,ALL,65+,events,,,,,,,,1.0,2.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
660,ALL,Yes,ALL,65+,censored,,2.0,1.0,,,,1.0,,,,1.0,,,2.0,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,
661,ALL,Yes,ALL,ALL,Tx,196.0,184.0,173.0,162.0,146.0,135.0,130.0,121.0,113.0,105.0,98.0,94.0,91.0,83.0,75.0,72.0,68.0,61.0,54.0,49.0,45.0,44.0,39.0,30.0,25.0,25.0,23.0,20.0,19.0,14.0,11.0,9.0,8.0,7.0,6.0,3.0,2.0,1.0,0.0,0.0
662,ALL,Yes,ALL,ALL,events,,5.0,5.0,7.0,10.0,6.0,4.0,4.0,5.0,1.0,2.0,4.0,2.0,3.0,4.0,,2.0,3.0,2.0,2.0,1.0,,3.0,4.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
663,ALL,Yes,ALL,ALL,censored,,7.0,6.0,4.0,6.0,5.0,1.0,5.0,3.0,7.0,5.0,,1.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,1.0,2.0,5.0,3.0,,1.0,2.0,,4.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,
664,ALL,Yes,F,18-19,Tx,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,ALL,Yes,F,18-19,events,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,ALL,Yes,F,18-19,censored,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,ALL,Yes,F,20-24,Tx,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
668,ALL,Yes,F,20-24,events,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,ALL,Yes,F,20-24,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
670,ALL,Yes,F,25-29,Tx,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
671,ALL,Yes,F,25-29,events,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
672,ALL,Yes,F,25-29,censored,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,ALL,Yes,F,30-34,Tx,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
674,ALL,Yes,F,30-34,events,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
675,ALL,Yes,F,30-34,censored,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
676,ALL,Yes,F,35-39,Tx,7.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,
677,ALL,Yes,F,35-39,events,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
678,ALL,Yes,F,35-39,censored,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
679,ALL,Yes,F,40-44,Tx,13.0,13.0,12.0,10.0,9.0,8.0,8.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,
680,ALL,Yes,F,40-44,events,,,,2.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
681,ALL,Yes,F,40-44,censored,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
682,ALL,Yes,F,45-49,Tx,13.0,11.0,10.0,9.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,
683,ALL,Yes,F,45-49,events,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
684,ALL,Yes,F,45-49,censored,,,1.0,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
685,ALL,Yes,F,50-54,Tx,20.0,19.0,19.0,17.0,12.0,11.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
686,ALL,Yes,F,50-54,events,,,,1.0,3.0,1.0,2.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
687,ALL,Yes,F,50-54,censored,,1.0,,1.0,2.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,
688,ALL,Yes,F,55-59,Tx,25.0,24.0,22.0,20.0,19.0,16.0,16.0,16.0,16.0,15.0,14.0,14.0,13.0,12.0,11.0,11.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,
689,ALL,Yes,F,55-59,events,,1.0,2.0,2.0,1.0,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,
690,ALL,Yes,F,55-59,censored,,,,,,3.0,,,,1.0,1.0,,,1.0,,,,2.0,,,,,,1.0,,,,,,,2.0,,,,,1.0,,,,
691,ALL,Yes,F,60-64,Tx,19.0,19.0,19.0,18.0,17.0,16.0,16.0,14.0,11.0,10.0,10.0,10.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,
692,ALL,Yes,F,60-64,events,,,,,1.0,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
693,ALL,Yes,F,60-64,censored,,,,1.0,,,,1.0,1.0,1.0,,,,2.0,2.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,
694,ALL,Yes,F,65+,Tx,9.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
695,ALL,Yes,F,65+,events,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
696,ALL,Yes,F,65+,censored,,2.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,
697,ALL,Yes,F,ALL,Tx,116.0,109.0,101.0,92.0,82.0,76.0,72.0,67.0,62.0,56.0,53.0,52.0,50.0,43.0,36.0,35.0,33.0,28.0,26.0,25.0,23.0,23.0,21.0,16.0,13.0,13.0,13.0,12.0,11.0,8.0,6.0,6.0,5.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0
698,ALL,Yes,F,ALL,events,,3.0,4.0,7.0,7.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,
699,ALL,Yes,F,ALL,censored,,4.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,,1.0,4.0,4.0,1.0,1.0,3.0,1.0,,1.0,,,3.0,2.0,,,1.0,,3.0,2.0,,1.0,,1.0,2.0,1.0,,1.0,
700,ALL,Yes,M,20-24,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,ALL,Yes,M,20-24,events,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,ALL,Yes,M,20-24,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,ALL,Yes,M,25-29,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
704,ALL,Yes,M,25-29,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,ALL,Yes,M,25-29,censored,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
706,ALL,Yes,M,35-39,Tx,12.0,12.0,12.0,11.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,
707,ALL,Yes,M,35-39,events,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,
708,ALL,Yes,M,35-39,censored,,,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,
709,ALL,Yes,M,40-44,Tx,9.0,8.0,7.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,,
710,ALL,Yes,M,40-44,events,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
711,ALL,Yes,M,40-44,censored,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
712,ALL,Yes,M,45-49,Tx,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,,
713,ALL,Yes,M,45-49,events,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
714,ALL,Yes,M,45-49,censored,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
715,ALL,Yes,M,50-54,Tx,13.0,10.0,10.0,10.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,
716,ALL,Yes,M,50-54,events,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
717,ALL,Yes,M,50-54,censored,,2.0,,,1.0,,,1.0,,,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
718,ALL,Yes,M,55-59,Tx,22.0,22.0,20.0,19.0,17.0,15.0,15.0,14.0,14.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,8.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,
719,ALL,Yes,M,55-59,events,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
720,ALL,Yes,M,55-59,censored,,,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,2.0,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,1.0,,
721,ALL,Yes,M,60-64,Tx,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,
722,ALL,Yes,M,60-64,events,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
723,ALL,Yes,M,60-64,censored,,1.0,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,
724,ALL,Yes,M,65+,Tx,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,6.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
725,ALL,Yes,M,65+,events,,,,,,,,1.0,2.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
726,ALL,Yes,M,65+,censored,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
727,ALL,Yes,M,ALL,Tx,80.0,75.0,72.0,70.0,64.0,59.0,58.0,54.0,51.0,49.0,45.0,42.0,41.0,40.0,39.0,37.0,35.0,33.0,28.0,24.0,22.0,21.0,18.0,14.0,12.0,12.0,10.0,8.0,8.0,6.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,
728,ALL,Yes,M,ALL,events,,2.0,1.0,,3.0,3.0,1.0,2.0,2.0,,1.0,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,
729,ALL,Yes,M,ALL,censored,,3.0,2.0,2.0,3.0,2.0,,2.0,1.0,2.0,3.0,,,1.0,,2.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,1.0,1.0,2.0,,1.0,,1.0,,1.0,,
730,Atlantic,ALL,ALL,20-24,Tx,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Atlantic,ALL,ALL,20-24,events,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Atlantic,ALL,ALL,20-24,censored,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Atlantic,ALL,ALL,25-29,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
734,Atlantic,ALL,ALL,25-29,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Atlantic,ALL,ALL,25-29,censored,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Atlantic,ALL,ALL,30-34,Tx,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Atlantic,ALL,ALL,30-34,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Atlantic,ALL,ALL,30-34,censored,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Atlantic,ALL,ALL,35-39,Tx,5.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Atlantic,ALL,ALL,35-39,events,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Atlantic,ALL,ALL,35-39,censored,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Atlantic,ALL,ALL,40-44,Tx,12.0,10.0,10.0,9.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
743,Atlantic,ALL,ALL,40-44,events,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Atlantic,ALL,ALL,40-44,censored,,,,,,2.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,
